"paper_id","source_type","relative_path","filename","sha256","bytes"
"75","manual","pdfs/manual/original_001_100/75-磁电耦合效应是直线-2021-jac-Exotic magnetic properties and enhanced magnetoelectric coupling in.pdf","75-磁电耦合效应是直线-2021-jac-Exotic magnetic properties and enhanced magnetoelectric coupling in.pdf","51861465c2aefe26510a63adef9a3c24f98d28539f1faeccb1f5f5d8cfe45f12","18484703"
"76","manual","pdfs/manual/original_001_100/76-3区一锅法Nb铁电-2022-Materials Chemistry and Physics-Sr0.5Ba0.5Nb2O6–CoFe2O4.pdf","76-3区一锅法Nb铁电-2022-Materials Chemistry and Physics-Sr0.5Ba0.5Nb2O6–CoFe2O4.pdf","867d29e620648a52ed388f98bb2e3ac8c532a0e69c0b854ea5edd3bd0c5a5601","9269499"
"77","manual","pdfs/manual/original_001_100/77-高频下磁电耦合-2022-rsc adv-Giant magnetoelectric coupling observed at highfrequency in NiFe2O4–BaTiO3 particulate.pdf","77-高频下磁电耦合-2022-rsc adv-Giant magnetoelectric coupling observed at highfrequency in NiFe2O4–BaTiO3 particulate.pdf","81ffca364f715427935bcf4ba1f625db4c169d94dd6dee08587838e034498bf5","857854"
"78","manual","pdfs/manual/original_001_100/78-3区-2024-Materials Research Bulletin-NixCo1− xFe2O4− SryBa1− yNb2O6.pdf","78-3区-2024-Materials Research Bulletin-NixCo1− xFe2O4− SryBa1− yNb2O6.pdf","1a07b5b3664bc6a9d31e22df2fed500d7e4412afc612f67105e0637a15b20a18","3948821"
"79","manual","pdfs/manual/original_001_100/79-单相-2019-apl-缺钠钛酸铋钠的室温多铁性和磁电耦合.pdf","79-单相-2019-apl-缺钠钛酸铋钠的室温多铁性和磁电耦合.pdf","66b805f17e12fe0d9c0555ed10c38491728fc5cceb2f817e02987e9dd2686d43","1782471"
"80","manual","pdfs/manual/original_001_100/80-2-2-2019-jap-YW铁氧体和PZT.pdf","80-2-2-2019-jap-YW铁氧体和PZT.pdf","8db04af3d081cc7766c8db1d03d23f69884a3ec8b8430422fd7abac9d6f13290","2670273"
"81","manual","pdfs/manual/original_001_100/81-2012-apl-应变耦合两相系统中直、逆磁电系数的等价性.pdf","81-2012-apl-应变耦合两相系统中直、逆磁电系数的等价性.pdf","85d3ab10bd908b1f3fafa72327b4b0fd0fc5ab75d7a8e3a996a4e5594466b59e","1160382"
"82","manual","pdfs/manual/original_001_100/82-可细读-2023-欧陶-NiFe2O4− Sr0.5Ba0.5Nb2O6.pdf","82-可细读-2023-欧陶-NiFe2O4− Sr0.5Ba0.5Nb2O6.pdf","be70e91d61e40f564090d1043fda13e4fadaddcd23e285993d74955dfc9adcbf","4053764"
"83","manual","pdfs/manual/original_001_100/83-SI-2023-acsnano-室温下具有大磁电耦合的溶液处理多铁薄膜-solution-processed-multiferroic-thin-films-with-large-magnetoelectric-coupling-at-room.pdf","83-SI-2023-acsnano-室温下具有大磁电耦合的溶液处理多铁薄膜-solution-processed-multiferroic-thin-films-with-large-magnetoelectric-coupling-at-room.pdf","2257481f275db442e29a8268b13699b89f297533980b8239afbd2f12e68794d2","1199838"
"84","manual","pdfs/manual/original_001_100/84-2024-陶瓷国际-BaTiO3-CoNb0.02Fe1.98O4.pdf","84-2024-陶瓷国际-BaTiO3-CoNb0.02Fe1.98O4.pdf","4e4fd8ca7f769f11a201143e03f703638364cbb3749b5b692cdf1475c957fc5b","13151647"
"85","manual","pdfs/manual/original_001_100/85-4区机械合成-2016-Materials Research Express-mechanically synthesized.pdf","85-4区机械合成-2016-Materials Research Express-mechanically synthesized.pdf","dcffba39b48ac7ee57c18c82f0e0ec5727ce9f47619218f7847ff90212e9c213","2588497"
"86","manual","pdfs/manual/original_001_100/86-2023-materials-钛酸铋钠-钾镍钴铁氧体.pdf","86-2023-materials-钛酸铋钠-钾镍钴铁氧体.pdf","62e3281a5a66668d5300744f98d25c2bee773c8b31a703d120c3f0a97e42b70b","17159442"
"87","manual","pdfs/manual/original_001_100/87-2023-开源-Multicaloric Effect in 0–3-Type MnAsPMN–PT Composites.pdf","87-2023-开源-Multicaloric Effect in 0–3-Type MnAsPMN–PT Composites.pdf","16e1090f11ac1dc7f6ae0ff7c3b2e8a367a9373a4f1a8ea8e6e2d82bc55149e7","9534309"
"88","manual","pdfs/manual/original_001_100/88-2024-JAC-(1-x)BaTiO3.(x)LaFeO3 solid solution.pdf","88-2024-JAC-(1-x)BaTiO3.(x)LaFeO3 solid solution.pdf","aa5f1fcdf44e9642320e34cb54c9537fb0ffc29233c82bc38588a54ae62f7ed5","26646854"
"89","manual","pdfs/manual/original_001_100/89-2008-apl-纳米复合薄膜中的应变介导的磁电耦合.pdf","89-2008-apl-纳米复合薄膜中的应变介导的磁电耦合.pdf","b27d18d83a0df0e8e675208e9ab1f490ac2e140b33a58b3c437e0126a1fded1b","839798"
"90","manual","pdfs/manual/original_001_100/90-2021-Materials Today Chemistry-多铁流体.pdf","90-2021-Materials Today Chemistry-多铁流体.pdf","b66850da402922c08dce2e43cfb10f57c9a37d08e4815749a61c0aba16196d05","2884703"
"91","manual","pdfs/manual/original_001_100/91-顺电铁磁磁电耦合-2024-JAC-Co0.7Fe2.3O4-SrTiO3.pdf","91-顺电铁磁磁电耦合-2024-JAC-Co0.7Fe2.3O4-SrTiO3.pdf","db4c3d4ecb8fdbb0035882aac51640e417b47f6cea6792888755876d8f003aa6","2732525"
"92","manual","pdfs/manual/original_001_100/92-顺电铁磁磁介电-2019-陶瓷国际-Room-temperature multiferroic and magnetodielectric properties of SrTiO3.pdf","92-顺电铁磁磁介电-2019-陶瓷国际-Room-temperature multiferroic and magnetodielectric properties of SrTiO3.pdf","b1a2917a45bab72d2f84a500e643d343ba743c67688990ca172f3edc0cde2baf","1725926"
"93","manual","pdfs/manual/original_001_100/93-铁电PZT纹理陶瓷-2023-Science.pdf","93-铁电PZT纹理陶瓷-2023-Science.pdf","4afe1084b7334a94b8112986bec2399fa3dbd8d787594305e868d072b8e976d0","4812575"
"94","manual","pdfs/manual/original_001_100/94-top-通过相形态边界中掺杂Fe实现磁电耦合-2015-nature-设计室温下氧化物中的可切换极化和磁化.pdf","94-top-通过相形态边界中掺杂Fe实现磁电耦合-2015-nature-设计室温下氧化物中的可切换极化和磁化.pdf","9591ef1c1dabd1ece304973add128a09a1e54e91662a6c215396d4607fe8a219","4581463"
"95","manual","pdfs/manual/original_001_100/95-2008-science-形态相边界的起源.pdf","95-2008-science-形态相边界的起源.pdf","9447a8b42c6861d03e9cdc4d1ca54b5faed74dadcc5f7f1547c50bdaf24db50f","353041"
"96","manual","pdfs/manual/original_001_100/96-孔隙率和磁电耦合关系2022-apl-Strain transfer in porous multiferroic composites of CoFe2O4-and PbZrxTiO.pdf","96-孔隙率和磁电耦合关系2022-apl-Strain transfer in porous multiferroic composites of CoFe2O4-and PbZrxTiO.pdf","62153d8c82a3d5c58f1f8c26b59da0c5f828d7ae1ff0bebd5654dcf4e7f5d3e9","1576096"
"97","manual","pdfs/manual/original_001_100/97-添加剂对于复合材料影响-2021-陶瓷国际-添加剂对bifeo3-pbtio3多铁行为的影响.pdf","97-添加剂对于复合材料影响-2021-陶瓷国际-添加剂对bifeo3-pbtio3多铁行为的影响.pdf","40be15778dfa28cc7a874f9e631c7edf89fc4cf38accb15b2b36a73400665637","10691796"
"98","manual","pdfs/manual/original_001_100/98-2024-陶瓷国际-La和Se共掺杂BiFeO3嵌套Ti3C2Tx MXene独立陶瓷薄膜的室温铁电、磁性和磁电性能.pdf","98-2024-陶瓷国际-La和Se共掺杂BiFeO3嵌套Ti3C2Tx MXene独立陶瓷薄膜的室温铁电、磁性和磁电性能.pdf","cb6a7f3c7e775e3ecd810e62c7c09249f9d36f94f7a259f71d26e4d852f57960","8368211"
"99","manual","pdfs/manual/original_001_100/99-2022-science-Sr掺杂KNN实现高压电.pdf","99-2022-science-Sr掺杂KNN实现高压电.pdf","195d8c43f01a2393891b7991ebef02d04cb5ba72c4be4f60dd40dc4008b30581","1371785"
"100","manual","pdfs/manual/original_001_100/100-2020-陶瓷国际-调整Ba0.83Ca0.10Sr0.07TiO3-MnFe2o4多铁复合材料的介电、铁电和机电性能.pdf","100-2020-陶瓷国际-调整Ba0.83Ca0.10Sr0.07TiO3-MnFe2o4多铁复合材料的介电、铁电和机电性能.pdf","7120a6268fbc425fd41fe186cb6055dd55877ba1c85ef54af50228002919600a","4205870"
"101","downloaded_oa","pdfs/downloaded/oa/101-Controlling bimerons as skyrmion analogues by ferroelectric polarization in 2D van der Waals multiferroic.pdf","101-Controlling bimerons as skyrmion analogues by ferroelectric polarization in 2D van der Waals multiferroic.pdf","c2b1e384b259217711027ffbc66c87c98dc755fb8211c3a1c5832b9a635d5260","1682552"
"102","downloaded_oa","pdfs/downloaded/oa/102-Anomalous thickness dependence of Curie temperature in air-stable two-dimensional ferromagnetic 1T-CrTe2.pdf","102-Anomalous thickness dependence of Curie temperature in air-stable two-dimensional ferromagnetic 1T-CrTe2.pdf","f67562f4a84fa8231b04e6994ff54a14415e40ef2b457adab61c7151fe4fffc0","1590549"
"103","downloaded_oa","pdfs/downloaded/oa/103-Concurrently enhanced piezoelectric performance and curie temperature in stressed lead-free Ba0.85Ca0.15T.pdf","103-Concurrently enhanced piezoelectric performance and curie temperature in stressed lead-free Ba0.85Ca0.15T.pdf","3eb23801b5829964f722780d3ef9621ffb57f2ad74c60c7c87d9a5f6a9d94ad9","5589993"
"104","downloaded_oa","pdfs/downloaded/oa/104-Textured ferroelectric ceramics with high electromechanical coupling factors over a broad temperature ran.pdf","104-Textured ferroelectric ceramics with high electromechanical coupling factors over a broad temperature ran.pdf","ad7625a45869977b6cb340dbaac79b5ec6f7005f4d43ae2268465de056b2b97f","1975112"
"105","downloaded_oa","pdfs/downloaded/oa/105-High-throughput discovery of high Curie point two-dimensional ferromagnetic materials.pdf","105-High-throughput discovery of high Curie point two-dimensional ferromagnetic materials.pdf","9da56efb52065dce92145c0dcc687ab431dc62a1f35cfaa729c9f826c33107e6","2011733"
"106","downloaded_oa","pdfs/downloaded/oa/106-A combinatory ferroelectric compound bridging simple ABO3 and A-site-ordered quadruple perovskite.pdf","106-A combinatory ferroelectric compound bridging simple ABO3 and A-site-ordered quadruple perovskite.pdf","d0ed8c42d28788fea1a3be768b904019bef8d51b8a0195fc22e92d03c62bcfd8","1534967"
"107","downloaded_oa","pdfs/downloaded/oa/107-Ferroelectric Polarization in BaTiO3 Nanocrystals Controls Photoelectrochemical Water Oxidation and Photo.pdf","107-Ferroelectric Polarization in BaTiO3 Nanocrystals Controls Photoelectrochemical Water Oxidation and Photo.pdf","9dc97b8dd711bd46dc1a73bd6c54fba030938cfb8f797e75f22d3789237ce678","2367562"
"108","downloaded_oa","pdfs/downloaded/oa/108-Imperceptible energy harvesting device and biomedical sensor based on ultraflexible ferroelectric transdu.pdf","108-Imperceptible energy harvesting device and biomedical sensor based on ultraflexible ferroelectric transdu.pdf","ae1a76b4824e9d6245fd07bb8dfcff461b02b73f6b0606d1a0a9b08c4101c038","2213522"
"109","downloaded_oa","pdfs/downloaded/oa/109-Electrically tunable high Curie temperature two-dimensional ferromagnetism in van der Waals layered cryst.pdf","109-Electrically tunable high Curie temperature two-dimensional ferromagnetism in van der Waals layered cryst.pdf","671c2acb24501eae1cac036f4f3984c4243a847146727c4f170447b7494afeda","1303068"
"110","downloaded_oa","pdfs/downloaded/oa/110-Lone pair expression in fluorinated two-dimensional hybrid perovskite enables multiaxial ferroelectricity.pdf","110-Lone pair expression in fluorinated two-dimensional hybrid perovskite enables multiaxial ferroelectricity.pdf","609c35d9e070025fdc5e28ae827571a64c5b97121fca55a3e480a39018081226","2510836"
"111","downloaded_oa","pdfs/downloaded/oa/111-Simultaneously achieving giant piezoelectricity and record coercive field enhancement in relaxor-based fe.pdf","111-Simultaneously achieving giant piezoelectricity and record coercive field enhancement in relaxor-based fe.pdf","a2e3c0d4eb4745578156fdd629f2374d9b3a36ae5de42e9eeb4ce648de7da9f6","1819380"
"112","downloaded_oa","pdfs/downloaded/oa/112-Two-dimensional Weyl nodal-line semimetal in a d0 ferromagnetic K2 N monolayer with a high Curie temperat.pdf","112-Two-dimensional Weyl nodal-line semimetal in a d0 ferromagnetic K2 N monolayer with a high Curie temperat.pdf","5e9b8bf46815812948a017d8d1c5c2baca8f7ba4e7e037fa833577a896b30b90","2261397"
"113","downloaded_oa","pdfs/downloaded/oa/113-Coupled ferroelectricity and superconductivity in bilayer Td-MoTe2.pdf","113-Coupled ferroelectricity and superconductivity in bilayer Td-MoTe2.pdf","168addc1c9f8292d7ac67884195f0404cee0c0a5216623ea0f0e9e59b032cb5c","36777724"
"114","downloaded_oa","pdfs/downloaded/oa/114-Two-dimensional multiferroic material of metallic p-doped SnSe.pdf","114-Two-dimensional multiferroic material of metallic p-doped SnSe.pdf","e122986d840670a0d0d6593a225e0dd082bb0b8e03cbd203d4466e24c246be12","4465721"
"115","downloaded_oa","pdfs/downloaded/oa/115-The mechanism for the enhanced piezoelectricity in multi-elements doped (K,Na)NbO3 ceramics.pdf","115-The mechanism for the enhanced piezoelectricity in multi-elements doped (K,Na)NbO3 ceramics.pdf","bd64a3f59adfa6d7632243aecf06a23e8f2ddbd4faa2c784460089fe4e50c7cf","6588009"
"116","downloaded_oa","pdfs/downloaded/oa/116-Magnetic ground state and electron-doping tuning of Curie temperature in Fe3GeTe2 First-principles studie.pdf","116-Magnetic ground state and electron-doping tuning of Curie temperature in Fe3GeTe2 First-principles studie.pdf","def874369ef04ef773507597e5b41350b1c3d2d8704b5bbff9711bc9882f7790","2068361"
"117","downloaded_oa","pdfs/downloaded/oa/117-High-performance van der Waals antiferroelectric CuCrP2S6-based memristors.pdf","117-High-performance van der Waals antiferroelectric CuCrP2S6-based memristors.pdf","1f02f6d73aa5a509f556eba8541c1f6f098de6872098d3a0b441a438121e4b96","3711817"
"118","downloaded_oa","pdfs/downloaded/oa/118-Thermodynamics and dielectric response of BaTiO3 by data-driven modeling.pdf","118-Thermodynamics and dielectric response of BaTiO3 by data-driven modeling.pdf","de8b0200b0ea3ea0c4c65ca05b19c636fdbf4e30bb8650df71b59d424ba09514","3339221"
"119","downloaded_oa","pdfs/downloaded/oa/119-Robust multiferroic in interfacial modulation synthesized wafer-scale one-unit-cell of chromium sulfide.pdf","119-Robust multiferroic in interfacial modulation synthesized wafer-scale one-unit-cell of chromium sulfide.pdf","1108b761d5a1133a55d4539b091e565d4b20feae27fb1d17fb9ca649f9557a24","6562375"
"120","downloaded_oa","pdfs/downloaded/oa/120-Direct measurement of ferroelectric polarization in a tunable semimetal.pdf","120-Direct measurement of ferroelectric polarization in a tunable semimetal.pdf","1d564d726690f62e36dfbc0402fbc6184e25eca25e0d457025bb5ebc5a19c9d8","1661038"
"121","downloaded_oa","pdfs/downloaded/oa/121-Machine-learning-guided discovery of the gigantic magnetocaloric effect in HoB2 near the hydrogen liquefa.pdf","121-Machine-learning-guided discovery of the gigantic magnetocaloric effect in HoB2 near the hydrogen liquefa.pdf","2af0cfc1d012f71c41bf075f7ca7c9514bc8dd236e667a4737f6382c62d48ccb","1117177"
"122","downloaded_oa","pdfs/downloaded/oa/122-Interface-induced dual-pinning mechanism enhances low-frequency electromagnetic wave loss.pdf","122-Interface-induced dual-pinning mechanism enhances low-frequency electromagnetic wave loss.pdf","a43c74bb584cf02acd07f983b531000b9ea8ec5bee98c6019962bb42cc6c6483","2977596"
"123","downloaded_oa","pdfs/downloaded/oa/123-Polar Solomon rings in ferroelectric nanocrystals.pdf","123-Polar Solomon rings in ferroelectric nanocrystals.pdf","6561d2af1be7f12e3e00ad048be9f72c712a650a012f3212a224303f7b944536","2944505"
"124","downloaded_oa","pdfs/downloaded/oa/124-Engineered local polarization disorder unlocks record efficiency in antiferroelectric capacitors.pdf","124-Engineered local polarization disorder unlocks record efficiency in antiferroelectric capacitors.pdf","8df3f2c85f2e12098a1b6af0798560a77cb8bf4b20128433960fee9c0f734aad","2612331"
"125","downloaded_oa","pdfs/downloaded/oa/125-2D ferroelectric narrow-bandgap semiconductor Wurtzite’ type α-In2Se3 and its silicon-compatible growth.pdf","125-2D ferroelectric narrow-bandgap semiconductor Wurtzite’ type α-In2Se3 and its silicon-compatible growth.pdf","3620eb21aabf5d4a3eabdfae33c0d194b84bc4aa1295f406859f0aeda61c4ea7","3639736"
"126","downloaded_oa","pdfs/downloaded/oa/126-Multiscale reconfiguration induced highly saturated poling in lead-free piezoceramics for giant energy co.pdf","126-Multiscale reconfiguration induced highly saturated poling in lead-free piezoceramics for giant energy co.pdf","cd4474ba919d6436e70c028a5cfb25563ddf3bd91f3a1c01beb134e64b2ba869","3939316"
"127","downloaded_oa","pdfs/downloaded/oa/127-Above-room-temperature strong intrinsic ferromagnetism in 2D van der Waals Fe3GaTe2 with large perpendicu.pdf","127-Above-room-temperature strong intrinsic ferromagnetism in 2D van der Waals Fe3GaTe2 with large perpendicu.pdf","b88594ecb8103947d8c4c262aab408e2095fa66093332ef5cfd3456d5ff9f942","2026118"
"128","downloaded_oa","pdfs/downloaded/oa/128-Scrutinized the inherent spin half-metallicity and thermoelectric response of f-electron-based RbMO3 (M =.pdf","128-Scrutinized the inherent spin half-metallicity and thermoelectric response of f-electron-based RbMO3 (M =.pdf","6f4becdbd24e5f8a28a57822dc9812b9a92620de87383d9c573764ab2c85e029","5194767"
"129","downloaded_oa","pdfs/downloaded/oa/129-Intercalated architecture of MA2Z4 family layered van der Waals materials with emerging topological, magn.pdf","129-Intercalated architecture of MA2Z4 family layered van der Waals materials with emerging topological, magn.pdf","f0eb4f7bd9f7d32d4c54c1731f53807894ee543c6014c5b57dd5d20e0a9986dd","2766654"
"130","downloaded_oa","pdfs/downloaded/oa/130-Room-temperature intrinsic ferromagnetism in epitaxial CrTe2 ultrathin films.pdf","130-Room-temperature intrinsic ferromagnetism in epitaxial CrTe2 ultrathin films.pdf","00ac4fd4a9b318042b16518eefb471cd2ca60c1ea372432acb1464db5139553f","2741473"
"131","downloaded_oa","pdfs/downloaded/oa/131-Phase-controllable growth of ultrathin 2D magnetic FeTe crystals.pdf","131-Phase-controllable growth of ultrathin 2D magnetic FeTe crystals.pdf","88d1d55b86cca634b63de6412a95b239613d670730ed607462a3432d6ec6639a","1926723"
"132","downloaded_oa","pdfs/downloaded/oa/132-Enabling room temperature ferromagnetism in monolayer MoS2 via in situ iron-doping.pdf","132-Enabling room temperature ferromagnetism in monolayer MoS2 via in situ iron-doping.pdf","8a5883938a867ca15a0c8b8f699a74e3afa7d875d08ce403aa5164a4fcc81cf3","2272195"
"133","downloaded_oa","pdfs/downloaded/oa/133-General low-temperature growth of two-dimensional nanosheets from layered and nonlayered materials.pdf","133-General low-temperature growth of two-dimensional nanosheets from layered and nonlayered materials.pdf","634508c40736d67f823ac3b093468c212f662f8c23218919e13ab4a0160e2dff","4848176"
"134","downloaded_oa","pdfs/downloaded/oa/134-Ultrahigh Oxygen Ion Mobility in Ferroelectric Hafnia.pdf","134-Ultrahigh Oxygen Ion Mobility in Ferroelectric Hafnia.pdf","37eba5a3b19d715823837c75dc50a5ef34856ce54dbb6ba7fc8f4b3429c02e07","1178072"
"135","downloaded_oa","pdfs/downloaded/oa/135-XGBoost model for electrocaloric temperature change prediction in ceramics.pdf","135-XGBoost model for electrocaloric temperature change prediction in ceramics.pdf","251912a27a5c2142f58a2fb51ef273c971cd989f368230503da9b9d7412b661a","1925856"
"136","downloaded_oa","pdfs/downloaded/oa/136-Features of structure, magnetic state and electrodynamic performance of SrFe12−xInxO19.pdf","136-Features of structure, magnetic state and electrodynamic performance of SrFe12−xInxO19.pdf","34e23f8aa7b7703089cc3cb36c71bfccd65b39b5578cafb128cb0b198a6abbf3","2126127"
"137","downloaded_oa","pdfs/downloaded/oa/137-Li Mn co-doped K0.5Bi4.5Ti4O15 high-temperature piezoelectric ceramics Structures, properties, and ultras.pdf","137-Li Mn co-doped K0.5Bi4.5Ti4O15 high-temperature piezoelectric ceramics Structures, properties, and ultras.pdf","cf6f9539493587a122d1b3767ee3e6afcfad47a97a2d4f32a264770496bfaf62","4737100"
"138","downloaded_oa","pdfs/downloaded/oa/138-Superior lead-free piezoceramics for wearable multimodal ultrasound imaging arrays.pdf","138-Superior lead-free piezoceramics for wearable multimodal ultrasound imaging arrays.pdf","0dd6c69b732a756c8f3aae5fff8dc8b09442b30b457b623730a3787060337b1c","3261261"
"139","downloaded_oa","pdfs/downloaded/oa/139-Ultrahigh energy storage density and efficiency in AgNbO3-based ceramics by percolating interaction betwe.pdf","139-Ultrahigh energy storage density and efficiency in AgNbO3-based ceramics by percolating interaction betwe.pdf","23dae5c400b69a05c444ef407a4430f3c40d2d24b080de4c023d9835f5557bec","9474208"
"140","downloaded_oa","pdfs/downloaded/oa/140-Quantum microscopy with van der Waals heterostructures.pdf","140-Quantum microscopy with van der Waals heterostructures.pdf","0fb8e6181f85abeb3bdaf591251b1ec600948df257a3f6e8f5429fdbec2c4895","2120540"
"141","downloaded_oa","pdfs/downloaded/oa/141-Room temperature energy-efficient spin-orbit torque switching in two-dimensional van der Waals Fe3GeTe2 i.pdf","141-Room temperature energy-efficient spin-orbit torque switching in two-dimensional van der Waals Fe3GeTe2 i.pdf","3c5a29b93f33e05db9add615d0b504496c9f1a5839ddf7bdc981dc9d03a40432","2120564"
"142","downloaded_oa","pdfs/downloaded/oa/142-Photo-induced high-temperature ferromagnetism in YTiO3.pdf","142-Photo-induced high-temperature ferromagnetism in YTiO3.pdf","2b2255f6a4171a65e0995aaa7ceecd97d06b1587f2a0adabebb9522141942024","13151935"
"143","downloaded_oa","pdfs/downloaded/oa/143-Wide field imaging of van der Waals ferromagnet Fe3GeTe2 by spin defects in hexagonal boron nitride.pdf","143-Wide field imaging of van der Waals ferromagnet Fe3GeTe2 by spin defects in hexagonal boron nitride.pdf","c5f72d7bc6c85ba72ef03baf2f083944955c474aca12d20d3952709c831337a5","1763643"
"144","downloaded_oa","pdfs/downloaded/oa/144-High Entropy Oxide Relaxor Ferroelectrics.pdf","144-High Entropy Oxide Relaxor Ferroelectrics.pdf","ad550533f0c0118ba44ffe315f8d84787ff0b567a8ba92c7da2dc1fff4e48fa5","1454972"
"145","downloaded_oa","pdfs/downloaded/oa/145-Optimized strain performance in 001 -textured Bi0.5Na0.5TiO3-based ceramics with ergodic relaxor state an.pdf","145-Optimized strain performance in 001 -textured Bi0.5Na0.5TiO3-based ceramics with ergodic relaxor state an.pdf","391d909ad789e17a662cc1dbb33922a172f11de5ff83ce11c8dc489baa876a3c","2547055"
"146","downloaded_oa","pdfs/downloaded/oa/146-Superflexible and Lead-Free Piezoelectric Nanogenerator as a Highly Sensitive Self-Powered Sensor for Hum.pdf","146-Superflexible and Lead-Free Piezoelectric Nanogenerator as a Highly Sensitive Self-Powered Sensor for Hum.pdf","8383c825201f1d5303f6cc654dcd5970e028caf80eafd36403bd2e6166cbf6a1","1878274"
"147","downloaded_oa","pdfs/downloaded/oa/147-Strong intrinsic room-temperature ferromagnetism in freestanding non-van der Waals ultrathin 2D crystals.pdf","147-Strong intrinsic room-temperature ferromagnetism in freestanding non-van der Waals ultrathin 2D crystals.pdf","28626fe015201ddcbbc82b2fe220824764375878df436853db5644fe2c99da6d","2893664"
"148","downloaded_oa","pdfs/downloaded/oa/148-Biquadratic exchange interactions in two-dimensional magnets.pdf","148-Biquadratic exchange interactions in two-dimensional magnets.pdf","8689e12db4f6202e65d720eea128d6291c2315cf5ad65b8f3fcb4e6b8f79af76","4404768"
"149","downloaded_oa","pdfs/downloaded/oa/149-Quantum transport evidence of Weyl fermions in an epitaxial ferromagnetic oxide.pdf","149-Quantum transport evidence of Weyl fermions in an epitaxial ferromagnetic oxide.pdf","0b6129d59ae4e82f7ff5298d4707475918b5584a88d162b948061a3021b21a4e","1760014"
"150","downloaded_oa","pdfs/downloaded/oa/150-Intrinsic ferroelectric elastomers with ultrahigh Curie temperature and fast polarization switching.pdf","150-Intrinsic ferroelectric elastomers with ultrahigh Curie temperature and fast polarization switching.pdf","2ffb65109290df295b50f9310901cbb1e8d69ca110cd24279fe280edfb954e0c","1754930"
"151","downloaded_oa","pdfs/downloaded/oa/151-The classical-to-quantum crossover in the strain-induced ferroelectric transition in SrTiO3 membranes.pdf","151-The classical-to-quantum crossover in the strain-induced ferroelectric transition in SrTiO3 membranes.pdf","b854f8b93560991aa22a29c28542567653b85ad67aded46aebb5ce264e702ba2","1663704"
"152","downloaded_oa","pdfs/downloaded/oa/152-Unlocking the phase evolution of the hidden non-polar to ferroelectric transition in HfO2-based bulk crys.pdf","152-Unlocking the phase evolution of the hidden non-polar to ferroelectric transition in HfO2-based bulk crys.pdf","d0585ca6c2ba541601fc573688371c36e48bd73e066243f9a4a40f23e1396487","4065354"
"153","downloaded_oa","pdfs/downloaded/oa/153-Temperature dependence of dielectric nonlinearity of BaTiO3 ceramics.pdf","153-Temperature dependence of dielectric nonlinearity of BaTiO3 ceramics.pdf","534c7495a6c62041a5cefca9165c135d7549aeb4530a5d79d4b172737b41f1d9","15686736"
"154","downloaded_oa","pdfs/downloaded/oa/154-Nanomechanical probing and strain tuning of the Curie temperature in suspended Cr2Ge2Te6-based heterostru.pdf","154-Nanomechanical probing and strain tuning of the Curie temperature in suspended Cr2Ge2Te6-based heterostru.pdf","6a9bec58590a5ea04deae8f1cb8c5580a3f1d91f1b0e8c951bfcb91d44d4ef53","7658252"
"155","downloaded_oa","pdfs/downloaded/oa/155-Ferromagnetism in LaFeO3 LaNiO3 superlattices with high Curie temperature.pdf","155-Ferromagnetism in LaFeO3 LaNiO3 superlattices with high Curie temperature.pdf","5ffbdb58bcc31786f29a7a52767a4c244fb70d533af3bbca734a3c73a783916a","3159560"
"156","downloaded_oa","pdfs/downloaded/oa/156-Investigation of the temperature-dependent functioning of BiFeO3 as a ferroelectric material through X-ra.pdf","156-Investigation of the temperature-dependent functioning of BiFeO3 as a ferroelectric material through X-ra.pdf","edecd87f44d950e4485442ffb1a68788a01b8b1b303d29570cdf0bb5ae36c95a","4829651"
"157","downloaded_oa","pdfs/downloaded/oa/157-A high-temperature double perovskite molecule-based antiferroelectric with excellent anti-breakdown capac.pdf","157-A high-temperature double perovskite molecule-based antiferroelectric with excellent anti-breakdown capac.pdf","8d9a5c8556d29ac6dc9e70da49b75477652f213c10d6022d347055f390f9afe7","1977101"
"158","downloaded_oa","pdfs/downloaded/oa/158-Geometry of the Magma Chamber and Curie Point Depth Beneath Hawaii Island Inferences From Magnetic and Gr.pdf","158-Geometry of the Magma Chamber and Curie Point Depth Beneath Hawaii Island Inferences From Magnetic and Gr.pdf","7479a839fe17fea87408fb2e8c4ab0a42aa3d978f7531328a1d4df1eb0185e51","5802434"
"159","downloaded_oa","pdfs/downloaded/oa/159-Quantum anomalous Hall edge channels survive up to the Curie temperature.pdf","159-Quantum anomalous Hall edge channels survive up to the Curie temperature.pdf","4625f127427e5ab88812f2e2f2bac79468b3eab0cf53c6392cfb665345df89f7","1650256"
"160","downloaded_oa","pdfs/downloaded/oa/160-Ambient effect on the Curie temperatures and magnetic domains in metallic two-dimensional magnets.pdf","160-Ambient effect on the Curie temperatures and magnetic domains in metallic two-dimensional magnets.pdf","5a71291e93327ecb0d93a6253c00cf05ff41c4f96acfdaac7bce86a5b711b5b4","2753447"
"161","downloaded_oa","pdfs/downloaded/oa/161-Three-dimensional nonlinear photonic crystal in naturally grown potassium–tantalate–niobate perovskite fe.pdf","161-Three-dimensional nonlinear photonic crystal in naturally grown potassium–tantalate–niobate perovskite fe.pdf","d92f57f06b6359f7bb13432854f19b6fdfeaaa53f8e54e9d49f4d1dc7fbe6458","2112034"
